ID,Name,Development,BT,BP,BM,Trade good,Trade node,Modifiers,Type,Continent,Superregion,Region,Area
2502,Haaninin,3,1,1,1,,Hudson Bay,,Land,North America,North America,Great Plains,Upper Missouri
2503,Ashshipite,3,1,1,1,,Hudson Bay,,Land,North America,North America,Great Plains,Upper Missouri
2504,Eeelalapito,3,1,1,1,,Mississippi River,,Land,North America,North America,Great Plains,Badlands
2505,Tsetsehesahese,3,1,1,1,,Mississippi River,,Land,North America,North America,Great Plains,Badlands
2506,Kuccuntikka,3,1,1,1,,Mississippi River,,Land,North America,North America,Cascadia,Snake River
2507,Baachinena,3,1,1,1,,Mississippi River,,Land,North America,North America,Great Plains,High Plains
2508,Skiri,3,1,1,1,,Mississippi River,,Land,North America,North America,Great Plains,Central Plains
2509,Utsetha,3,1,1,1,,Mississippi River,,Land,North America,North America,Mississippi,Ozarks
2510,Hiraaca,3,1,1,1,,Hudson Bay,,Land,North America,North America,Great Plains,North Dakota
2511,Itscheabine,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Red River of the North
2512,Wahpekute,3,1,1,1,,Mississippi River,,Land,North America,North America,Great Plains,Minnesota
2513,Moingwena,3,1,1,1,,Mississippi River,,Land,North America,North America,Great Plains,Iowa
2514,Mishigamaw,3,1,1,1,,Mississippi River,,Land,North America,North America,Mississippi,Upper Louisiana
2515,Satuskhdin,3,1,1,1,,Mississippi River,,Land,North America,North America,Mississippi,Ozarks
2516,Adai,4,2,1,1,,Mississippi River,,Land,North America,North America,Mississippi,Louisiana
2517,Bdewekhantunwan,3,1,1,1,,Ohio,,Land,North America,North America,Great Lakes,Lake Superior
2518,La Pointe,3,1,1,1,,Ohio,,Land,North America,North America,Great Lakes,Lake Superior
2519,Kilatika,3,1,1,1,,Ohio,,Land,North America,North America,Great Lakes,Southern Illinois
2520,Mengkonkia,3,1,1,1,,Ohio,,Land,North America,North America,Great Lakes,Southern Illinois
2521,Saginawe,4,1,2,1,,Ohio,,Land,North America,North America,Great Lakes,Michigan
2522,Mascouten,3,1,1,1,,Ohio,,Land,North America,North America,Great Lakes,Michigan
2523,Piankeshaw,3,1,1,1,,Ohio,,Land,North America,North America,Great Lakes,Indiana
2524,Waapi-nipi,3,1,1,1,,Ohio,,Land,North America,North America,Great Lakes,Indiana
2525,Chalahgawtha,3,1,1,1,,Ohio,,Land,North America,North America,Great Lakes,Ohio
2526,Shatteras,3,1,1,1,,Ohio,,Land,North America,North America,Mississippi,Kentucky
2527,Atali,3,1,1,1,,Mississippi River,,Land,North America,North America,Southeast,Overmountain
2528,Yazoo,5,2,2,1,,Mississippi River,,Land,North America,North America,Mississippi,Mississippi
2529,Natchez,3,1,1,1,,Mississippi River,,Land,North America,North America,Mississippi,Mississippi
2530,Taneks-Haya,5,2,2,1,,Mississippi River,,Land,North America,North America,Mississippi,West Florida
2531,Abihka,3,1,1,1,,Mississippi River,,Land,North America,North America,Mississippi,Alabama
2532,Mabila,5,2,2,1,,Mississippi River,,Land,North America,North America,Mississippi,Alabama
2533,Chatot,3,1,1,1,,Mississippi River,,Land,North America,North America,Mississippi,West Florida
2534,Yustaga,3,1,1,1,,Caribbean,,Land,North America,North America,Southeast,East Florida
2535,Calusa,3,1,1,1,,Caribbean,,Land,North America,North America,Southeast,Florida
2536,Mayaimi,3,1,1,1,,Caribbean,,Land,North America,North America,Southeast,Florida
2537,Ichisi,3,1,1,1,,Chesapeake Bay,,Land,North America,North America,Southeast,Georgia
2538,Ocute,3,1,1,1,,Chesapeake Bay,,Land,North America,North America,Southeast,Georgia
2539,Mocama,3,1,1,1,,Chesapeake Bay,,Land,North America,North America,Southeast,Georgia
2540,Etowah,3,1,1,1,,Chesapeake Bay,,Land,North America,North America,Southeast,Upper Georgia
2541,Saluda,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Southeast,South Carolina Piedmont
2542,Cusabo,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Southeast,South Carolina
2543,Waccamaw,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Southeast,South Carolina
2544,Yadkin,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Southeast,Piedmont Plateau
2545,Waxhaw,3,1,1,1,,Chesapeake Bay,,Land,North America,North America,Southeast,Piedmont Plateau
2546,Chicora,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Southeast,North Carolina
2547,Roanoke,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Southeast,North Carolina
2548,Tutelo,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Southeast,Great Valley
2549,Moratok,3,1,1,1,,Chesapeake Bay,,Land,North America,North America,Southeast,Virginia
2550,Rappahannock,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Southeast,Virginia
2551,Calicula,3,1,1,1,,Ohio,,Land,North America,North America,Mississippi,Vandalia
2552,Manahoac,3,1,1,1,,Chesapeake Bay,,Land,North America,North America,Southeast,Great Valley
2553,Patawomac,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Northeast,Maryland
2554,Nentego,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Northeast,Maryland
2555,Honniasont,5,2,2,1,,Ohio,Emporium,Land,North America,North America,Northeast,Alleghenies
2556,Onojutta,3,1,1,1,,Ohio,,Land,North America,North America,Northeast,Westsylvania
2557,Atrakwaye,3,1,1,1,,Ohio,,Land,North America,North America,Northeast,Westsylvania
2558,Espachomy,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Northeast,New York
2559,Tekontaroken,3,1,1,1,,Gulf of St. Lawrence,,Land,North America,North America,Northeast,Hudson Valley
2560,Quiripi,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Northeast,Connecticut
2561,Wampanoag,6,3,2,1,,Chesapeake Bay,,Land,North America,North America,Northeast,Massachusetts
2562,Penakuk,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Northeast,New Hampshire
2563,Missiasik,5,2,2,1,,Gulf of St. Lawrence,,Land,North America,North America,Northeast,Lake Champlain
2564,Sokoki,3,1,1,1,,Chesapeake Bay,,Land,North America,North America,Northeast,New Hampshire
2565,Kinnipekw,3,1,1,1,,Gulf of St. Lawrence,,Land,North America,North America,Northeast,Maine
2566,Peskotomuhkati,5,2,2,1,,Gulf of St. Lawrence,,Land,North America,North America,Northeast,Eastern Maine
2567,Tobique,3,1,1,1,,Gulf of St. Lawrence,,Land,North America,North America,Northeast,Eastern Maine
2568,Gespogoitnag,5,2,2,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Lower Acadia
2569,Eskikeogag,5,2,2,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Lower Acadia
2570,Wolastoqiyik,5,2,2,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,St John's Valley
2571,Madawaska,3,1,1,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,St John's Valley
2572,Sigenigteogag,5,2,2,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Upper Acadia
2573,Placentia,5,1,3,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Newfoundland
2574,Sikumiut,3,1,1,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Labrador
2575,Naskapi,3,1,1,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Labrador
2576,Ekuanitshu,3,1,1,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Cote Nord
2577,Pessamu,3,1,1,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Cote Nord
2578,Notiskuan,3,1,1,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Cote Nord
2579,Pekuakamiulnuatsh,3,1,1,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Cote Nord
2580,Atikamekw,3,1,1,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Trois-Rivieres
2581,Timiskaming,3,1,1,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Laurentia
2582,Animouski,3,1,1,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Québec
2583,Kikonteku,5,2,2,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Québec
2584,Masoliantekw,5,2,2,1,,Gulf of St. Lawrence,,Land,North America,North America,Canada,Lower Canada
2585,Arendaronon,5,2,2,1,,Ohio,,Land,North America,North America,Canada,Huronia
2586,Tionontate,5,2,2,1,,Ohio,,Land,North America,North America,Canada,Upper Canada
2587,Odawa,3,1,1,1,,Ohio,,Land,North America,North America,Canada,Upper Canada
2588,Piscatang,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Abitibi
2589,Kesagami,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Abitibi
2590,Shaggami,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Abitibi
2591,Outoulibi,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Abitibi
2592,Maskekowak,4,1,2,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Hudson Bay
2593,Wappus,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Manitoba
2594,Quennebigonhelini,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Hudson Bay
2595,Kes-ye-hot'inne,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Saskatchewan
2596,Mahmikiwiniyak,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Assiniboia
2597,Sipiwininiwak,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Saskatchewan
2598,Ye Xa Yabine,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Assiniboia
2599,Ayabaskawiiniwak,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Athabasca
2600,Nihithawak,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Athabasca
2601,Dane-zaa,4,1,2,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Athabasca
2602,Siksikawa,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Alberta
2603,Tsek'ene,3,1,1,1,,Hudson Bay,,Land,North America,North America,Hudson Bay,Athabasca
2604,Dakelh,4,1,2,1,,California,,Land,North America,North America,Cascadia,Interior Plateau
2605,Secwepemc,4,1,2,1,,California,,Land,North America,North America,Cascadia,Interior Plateau
2606,Tsilhoqot'in,4,1,2,1,,California,,Land,North America,North America,Cascadia,Interior Plateau
2607,Syilkx,4,1,2,1,,California,,Land,North America,North America,Cascadia,Interior Plateau
2608,Rocky Mountains,,,,,,,,Wasteland,North America,,,
2609,Nisga'a,3,1,1,1,,California,,Land,North America,North America,Cascadia,Hecate Strait
2610,Heiltsuk,5,2,2,1,,California,,Land,North America,North America,Cascadia,Straits of Georgia
2611,Kodiak,3,1,1,1,,California,,Land,North America,North America,Cascadia,Western Alaska
2612,Eyak,3,1,1,1,,California,,Land,North America,North America,Cascadia,Western Alaska
2613,Sitka,3,1,1,1,,California,,Land,North America,North America,Cascadia,Alaska Panhandle
2614,Cotoname,3,1,1,1,,Rio Grande,,Land,North America,Central America,Rio Grande,Tamaulipas
2615,Guamares,3,1,1,1,,Mexico,,Land,North America,Central America,Mexico,Guanajuato
2616,Seri,3,1,1,1,,California,,Land,North America,Central America,California,Sonora
2617,Huichol,3,1,1,1,,Mexico,,Land,North America,Central America,Mexico,Jalisco
2618,Toboso,3,1,1,1,,Rio Grande,,Land,North America,Central America,Rio Grande,Chihuahua
2619,Laguneros,3,1,1,1,,Rio Grande,,Land,North America,Central America,Rio Grande,Coahuila
2620,Nakipa,3,1,1,1,,California,,Land,North America,Central America,California,Baja California
2621,Tizapan,7,3,3,1,,Mexico,,Land,North America,Central America,Mexico,Jalisco
2622,Cuitzeo,7,3,3,1,,Mexico,,Land,North America,Central America,Mexico,Michoacan
2623,Cutzamala,7,3,3,1,,Mexico,,Land,North America,Central America,Mexico,Michoacan
2624,Patzcuaro,9,4,4,1,,Mexico,,Land,North America,Central America,Mexico,Michoacan
2625,Hinonoeino,3,1,1,1,,Mississippi River,,Land,North America,North America,Great Plains,High Plains
2626,Tullucan,7,3,3,1,,Mexico,,Land,North America,Central America,Mexico,Mexico
2627,Cihuatlan,5,2,2,1,,Mexico,,Land,North America,Central America,Mexico,Guerrero
2628,Tepeacac,5,2,2,1,,Mexico,,Land,North America,Central America,Mexico,Puebla
2629,Coyolapan,5,2,2,1,,Mexico,,Land,North America,Central America,Mexico,Oaxaca
2630,Tochtepec,5,2,2,1,,Mexico,,Land,North America,Central America,Mexico,Veracruz
2631,Mixe,5,2,2,1,,Mexico,,Land,North America,Central America,Mexico,Veracruz
2632,Xicallanco,5,2,2,1,,Mexico,,Land,North America,Central America,Central America,Campeche
2633,Ceh Pech,9,4,4,1,,Mexico,,Land,North America,Central America,Central America,West Yucatan
2634,Uaymil,7,3,3,1,,Mexico,,Land,North America,Central America,Central America,East Yucatan
2635,Lacandon,5,2,2,1,,Mexico,,Land,North America,Central America,Central America,Chiapas
2636,Chacujal,5,2,2,1,,Mexico,,Land,North America,Central America,Central America,Guatemala Lowlands
2637,Chortli,3,1,1,1,,Panama,,Land,North America,Central America,Central America,Honduras
2638,Xoconochco,7,3,3,1,,Mexico,,Land,North America,Central America,Central America,Chiapas
2639,Raritan,5,2,2,1,,Chesapeake Bay,,Land,North America,North America,Northeast,New York
2640,Lenca,3,1,1,1,,Panama,,Land,North America,Central America,Central America,Honduras
2641,Tziccoac,3,1,1,1,,Mexico,,Land,North America,Central America,Mexico,Huasteca
2642,Metztitlan,3,1,1,1,,Mexico,,Land,North America,Central America,Mexico,Gran Chichimeca
2643,Apatzingan,5,2,2,1,,Mexico,,Land,North America,Central America,Mexico,Tierra Caliente
2644,Cholula,9,4,4,1,,Mexico,"Cholula Temples
Conquest of Cholula",Land,North America,Central America,Mexico,Puebla
2645,Teloloapan,5,2,2,1,,Mexico,,Land,North America,Central America,Mexico,Guerrero
2646,Coixtlahuacan,7,3,3,1,,Mexico,,Land,North America,Central America,Mexico,Mixteca
2647,Cuetlaxtlan,5,2,2,1,,Mexico,Entrepot,Land,North America,Central America,Mexico,Veracruz
2648,Yopitzinco,7,3,3,1,,Mexico,,Land,North America,Central America,Mexico,Guerrero
2649,Tehuantepec,5,2,2,1,,Mexico,,Land,North America,Central America,Central America,Chiapas
2650,Champutun,7,3,3,1,,Mexico,,Land,North America,Central America,Central America,Campeche
2651,Ah Canul,7,3,3,1,,Mexico,,Land,North America,Central America,Central America,West Yucatan
2652,Ecab,7,3,3,1,,Mexico,,Land,North America,Central America,Central America,East Yucatan
2653,Iximché,7,3,3,1,,Mexico,,Land,North America,Central America,Central America,Guatemala
2654,Baracoa,5,2,2,1,,Caribbean,,Land,North America,Central America,Caribbeans,East Cuba
2655,Bayamo,6,2,3,1,,Caribbean,,Land,North America,Central America,Caribbeans,East Cuba
2656,Camaguey,5,2,2,1,,Caribbean,,Land,North America,Central America,Caribbeans,East Cuba
2657,Colima,9,4,4,1,,Mexico,,Land,North America,Central America,Mexico,Jalisco
2658,Maguana,5,2,2,1,,Caribbean,,Land,North America,Central America,Caribbeans,Dominica
2659,Magua,4,2,1,1,,Caribbean,,Land,North America,Central America,Caribbeans,Dominica
2660,Managua,3,1,1,1,,Panama,,Land,North America,Central America,Central America,Nicaragua
2661,Uluas,3,1,1,1,,Panama,,Land,North America,Central America,Central America,Nicaragua
2662,Olancho,3,1,1,1,,Panama,,Land,North America,Central America,Central America,Honduras
2663,Nicoya,3,1,1,1,,Panama,,Land,North America,Central America,Central America,Costa Rica
2664,Veraguas,3,1,1,1,,Panama,,Land,North America,Amazonia,Colombia,Panama
2665,Eyeish,4,1,2,1,,Rio Grande,,Land,North America,Central America,Rio Grande,Coastal Prairie
2666,Tuintsundé,3,1,1,1,,Rio Grande,,Land,North America,Central America,Rio Grande,Coahuila
2667,Cacaxtes,3,1,1,1,,Rio Grande,,Land,North America,Central America,Rio Grande,Coahuila
2668,Borrado,3,1,1,1,,Rio Grande,,Land,North America,Central America,Rio Grande,Tamaulipas
2669,Hasinai,3,1,1,1,,Rio Grande,,Land,North America,Central America,Rio Grande,Coastal Prairie
2670,Tahontaenrat,5,2,2,1,,Ohio,,Land,North America,North America,Canada,Huronia
2671,Missisage,4,1,2,1,,Ohio,,Land,North America,North America,Canada,Upper Ontario
2672,Kitkehaki,3,1,1,1,,Mississippi River,,Land,North America,North America,Great Plains,Kansas
2673,Pasai,15,6,6,3,,Malacca,Entrepot,Land,Asia,East Indies,Malaya,Aceh
2674,Peureulak,11,4,4,3,,Malacca,,Land,Asia,East Indies,Malaya,Aceh
2675,Rokan,8,3,3,2,,Malacca,,Land,Asia,East Indies,Malaya,Riau
2676,Indragiri,7,2,2,3,,Malacca,,Land,Asia,East Indies,Malaya,Jambi
2677,Jambi,9,3,3,3,,Malacca,,Land,Asia,East Indies,Malaya,Jambi
2678,Bangka,7,3,3,1,,Malacca,,Land,Asia,East Indies,Malaya,Lampung
2679,Belitung,7,3,3,1,,Malacca,,Land,Asia,East Indies,Malaya,Lampung
2680,Muko-Muko,6,2,2,2,,Malacca,,Land,Asia,East Indies,Malaya,Minangkabau
2681,Pagarruyung,9,3,3,3,,Malacca,,Land,Asia,East Indies,Malaya,Minangkabau
2682,Pariaman,6,2,2,2,,Malacca,,Land,Asia,East Indies,Malaya,Batak
2683,Mentawai,3,1,1,1,,Malacca,,Land,Asia,East Indies,Malaya,Minangkabau
2684,Nias,3,1,1,1,,Malacca,,Land,Asia,East Indies,Malaya,Batak
2685,Gayo,7,3,3,1,,Malacca,,Land,Asia,East Indies,Malaya,Aceh
2686,Bintan,7,3,3,1,,Malacca,,Land,Asia,East Indies,Malaya,Johor
2687,Pakuan,11,4,4,3,,The Moluccas,,Land,Asia,East Indies,Indonesia,Banten
2688,Sumedang,8,3,3,2,,The Moluccas,,Land,Asia,East Indies,Indonesia,West Java
2689,Pekalongan,6,2,2,2,,The Moluccas,,Land,Asia,East Indies,Indonesia,Central Java
2690,Kotagede,13,5,5,3,,The Moluccas,,Land,Asia,East Indies,Indonesia,Central Java
2691,Kediri,6,2,2,2,,The Moluccas,,Land,Asia,East Indies,Indonesia,East Java
2692,Madura,5,2,2,1,,The Moluccas,,Land,Asia,East Indies,Indonesia,Surabaya
2693,Lombok,6,2,2,2,,The Moluccas,,Land,Asia,East Indies,Indonesia,Lesser Sunda Islands
2694,Gangneung,3,1,1,1,,Nippon,,Land,Asia,Far East,Korea,Eastern Korea
2695,East Timor,9,3,3,3,,The Moluccas,,Land,Asia,East Indies,Moluccas,Timor
2696,Yamdena,9,3,3,3,,The Moluccas,,Land,Asia,East Indies,Moluccas,Timor
2697,Tondo,12,5,5,2,,Philippines,,Land,Asia,East Indies,Moluccas,Southern Luzon
2698,Pangasinan,6,2,2,2,,Philippines,Natural Harbor,Land,Asia,East Indies,Moluccas,Northern Luzon
2699,Bikol,6,2,2,2,,Philippines,,Land,Asia,East Indies,Moluccas,Southern Luzon
2700,Panay,9,3,4,2,,Philippines,Natural Harbor,Land,Asia,East Indies,Moluccas,Visayas
2701,Tagloc,6,2,2,2,,Philippines,,Land,Asia,East Indies,Moluccas,East Mindanao
2702,Butuan,6,2,2,2,,Philippines,Natural Harbor,Land,Asia,East Indies,Moluccas,East Mindanao
2703,Lehad Datu,8,3,3,2,,Malacca,,Land,Asia,East Indies,Indonesia,Sabah
2704,Sibu,10,4,3,3,,Malacca,,Land,Asia,East Indies,Indonesia,Brunei
2705,Sigalang,8,3,3,2,,Malacca,,Land,Asia,East Indies,Indonesia,Brunei
2706,Katapang,6,2,2,2,,Malacca,,Land,Asia,East Indies,Indonesia,Kalimantan
2707,Barito,6,2,3,1,,Malacca,,Land,Asia,East Indies,Indonesia,Banjar
2708,Sampit,5,2,2,1,,Malacca,,Land,Asia,East Indies,Indonesia,Banjar
2709,Tarakan,6,2,2,2,,Malacca,,Land,Asia,East Indies,Indonesia,Sabah
2710,Sambaliung,6,2,2,2,,Malacca,,Land,Asia,East Indies,Indonesia,Kutai
2711,Bulungan,7,2,2,3,,Malacca,,Land,Asia,East Indies,Indonesia,Kutai
2712,Samarinda,8,3,3,2,,Malacca,,Land,Asia,East Indies,Indonesia,Kutai
2713,Gorontalo,5,2,2,1,,The Moluccas,,Land,Asia,East Indies,Moluccas,North Sulawesi
2714,Palu,8,3,3,2,,The Moluccas,Natural Harbor,Land,Asia,East Indies,Moluccas,North Sulawesi
2715,Palopo,9,3,3,3,,The Moluccas,,Land,Asia,East Indies,Moluccas,South Sulawesi
2716,Buton,8,3,3,2,,The Moluccas,,Land,Asia,East Indies,Moluccas,South Sulawesi
2717,Sula,5,2,2,1,,The Moluccas,,Land,Asia,East Indies,Moluccas,Moluccas
2718,Fak-Fak,3,1,1,1,,The Moluccas,,Land,Oceania,East Indies,Moluccas,Vogelkop Peninsula
2719,Madang,3,1,1,1,,The Moluccas,,Land,Oceania,East Indies,Moluccas,Papuan Peninsula
2720,Lae,3,1,1,1,,The Moluccas,,Land,Oceania,East Indies,Moluccas,Papuan Peninsula
2721,Kerema,3,1,1,1,,The Moluccas,,Land,Oceania,East Indies,Moluccas,Papuan Peninsula
2722,Daru,3,1,1,1,,The Moluccas,,Land,Oceania,East Indies,Moluccas,Papuan Peninsula
2723,Yos Sudarso,3,1,1,1,,The Moluccas,,Land,Oceania,East Indies,Moluccas,Vogelkop Peninsula
2724,Asmat,3,1,1,1,,The Moluccas,,Land,Oceania,East Indies,Moluccas,Vogelkop Peninsula
2725,Aru,3,1,1,1,,The Moluccas,,Land,Asia,East Indies,Moluccas,Timor
2726,Malgana,5,2,2,1,,Australia,,Land,Oceania,Oceania,Australia,Pilbara
2727,Minang,6,2,2,2,,Australia,,Land,Oceania,Oceania,Australia,Perth
2728,Tiwi,5,2,2,1,,Australia,,Land,Oceania,Oceania,Australia,Top End
2729,Yolngu,5,2,2,1,,Australia,,Land,Oceania,Oceania,Australia,Top End
2730,Awngthim,5,2,2,1,,Australia,,Land,Oceania,Oceania,Australia,Capricornia
2731,Guugu Yimithirr,5,2,2,1,,Australia,,Land,Oceania,Oceania,Australia,Capricornia
2732,Wulgurukaba,5,2,2,1,,Australia,,Land,Oceania,Oceania,Australia,Capricornia
2733,Baiali,8,3,3,2,,Australia,,Land,Oceania,Oceania,Australia,Queensland
2734,Yuin,8,3,3,2,,Australia,,Land,Oceania,Oceania,Australia,Victoria
2735,Gunditjmara,5,2,2,1,,Australia,,Land,Oceania,Oceania,Australia,Princeland
2736,Nukunu,7,3,3,1,,Australia,,Land,Oceania,Oceania,Australia,Princeland
2737,Wairarapa,7,3,3,1,,Polynesian Triangle,,Land,Oceania,Oceania,Oceania,Te Ika a Maui Waho
2738,Te Tau Ihu,4,2,1,1,,Polynesian Triangle,,Land,Oceania,Oceania,Oceania,Te Waipounamu
2739,Waikato,10,4,4,2,,Polynesian Triangle,,Land,Oceania,Oceania,Oceania,Te Ika a Maui Hauauru
2740,Borneo,,,,,,,,Wasteland,Asia,,,
2741,Jeju,3,1,1,1,,Nippon,,Land,Asia,Far East,Korea,Southern Korea
2742,Yukjin,3,1,1,1,,Nippon,,Land,Asia,Far East,Korea,Hamgyeong
2743,Gyeongseong,3,1,1,1,,Nippon,,Land,Asia,Far East,Korea,Hamgyeong
2744,Yeongbyeon,6,2,2,2,,Nippon,,Land,Asia,Far East,Korea,Pyongan
2745,Gyeongju,12,5,5,2,,Nippon,Entrepot,Land,Asia,Far East,Korea,Eastern Korea
2746,Vidin,6,2,3,1,,Constantinople,,Land,Europe,Eastern Europe,Balkans,Bulgaria
2747,Khara Narin Ula,3,1,1,1,,Beijing,,Land,Asia,Tartary,Mongolia,Inner Mongolia
2748,Jianchang,6,2,2,2,,Chengdu,,Land,Asia,China,Xinan,Chuannan
2749,Tikhvin,11,4,5,2,,Novgorod,,Land,Europe,Eastern Europe,Russia,Novgorod
2750,Plovdiv,9,3,3,3,,Constantinople,,Land,Europe,Eastern Europe,Balkans,Bulgaria
2751,Cuenca,11,4,4,3,,Sevilla,,Land,Europe,Western Europe,Iberia,Toledo
2752,Romsdal,3,1,1,1,,North Sea,,Land,Europe,Western Europe,Scandinavia,Vestlandet
2753,Narbonne,13,5,5,3,,Valencia,,Land,Europe,Western Europe,France,Languedoc
2754,La Mancha,9,3,3,3,,Sevilla,,Land,Europe,Western Europe,Iberia,Toledo
2755,Soria,5,2,2,1,,Sevilla,,Land,Europe,Western Europe,Iberia,Castille
2756,Welayta,6,2,2,2,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Hadiya
2757,Kaffa,11,4,3,4,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Kaffa
2758,Illubabor,7,2,3,2,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Kaffa
2759,Gambela,3,1,1,1,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Kaffa
2760,Hadiya,8,3,3,2,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Hadiya
2761,Arsi,4,1,1,2,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Shewa
2762,Damot,7,2,3,2,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Damot
2763,Asosa,6,2,2,2,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Damot
2764,Ausa,5,2,1,2,,Gulf of Aden,,Land,Africa,Northern Africa,Horn of Africa,Aussa
2765,Assab,3,1,1,1,,Gulf of Aden,,Land,Africa,Northern Africa,Horn of Africa,Aussa
2766,Mendefera,6,2,2,2,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Tigray
2767,Enderta,4,1,1,2,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Tigray
2768,Angot,3,1,1,1,,Gulf of Aden,,Land,Africa,Northern Africa,Horn of Africa,Aussa
2769,Lasta,6,2,2,2,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Central Ethiopia
2770,Agew,5,2,2,1,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Damot
2771,Semien,4,1,1,2,,Ethiopia,,Land,Africa,Northern Africa,Horn of Africa,Tigray
